id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TFPI	8	0.27447	0.52384	0.999998	1011	3	0.07422	0.032853	0.12174	0.938657	239	4	0.07422
NFXL1	8	0.18224	0.40853	0.999998	790	2	0.19141	0.032868	0.12179	0.938657	240	6	0.19141
SEMA3B	8	0.29424	0.54763	0.999998	1057	2	-0.036434	0.033015	0.12223	0.938657	241	3	-0.036434
SPPL2A	8	0.81324	0.90127	0.999998	1859	2	0.033138	0.033212	0.12291	0.938657	242	3	0.033138
MAB21L2	8	0.94209	0.95478	0.999998	1999	1	0.18015	0.033224	0.12293	0.938657	243	6	0.18015
SLC41A2	8	0.080195	0.23202	0.999998	458	4	0.084723	0.033347	0.12329	0.938657	244	4	0.084723
KCTD21	8	0.98404	0.98391	0.999998	2060	0	0.21685	0.033432	0.12355	0.938657	245	6	0.21685
FABP5	8	0.043057	0.14906	0.985286	303	2	0.1399	0.033569	0.12398	0.938657	246	4	0.1399
TYRO3	8	0.34466	0.60607	0.999998	1176	2	0.19712	0.033809	0.12472	0.938657	247	5	0.19712
ETV7	8	0.98713	0.98702	0.999998	2067	0	0.11603	0.033853	0.12485	0.938657	248	6	0.11603
CCDC181	8	0.035031	0.12853	0.985286	263	4	-0.037514	0.03399	0.12527	0.938657	249	4	-0.037514
ENPP1	8	0.032624	0.12084	0.985286	245	4	-0.16153	0.034023	0.12541	0.938657	250	2	-0.16153
LPL	8	0.5009	0.7242	0.999998	1442	2	0.086744	0.034403	0.12666	0.938657	251	4	0.086744
VGLL2	8	0.64799	0.827	0.999998	1650	1	0.042383	0.034527	0.12701	0.938657	252	3	0.042383
TIMD4	8	0.81631	0.9029	0.999998	1863	2	0.2349	0.034932	0.12827	0.938657	253	5	0.2349
SLAMF9	8	0.74595	0.86849	0.999998	1767	2	0.20082	0.035031	0.12858	0.938657	254	5	0.20082
NonTargetingControlGuideForHuman_0172	1	0.96491	0.96527	0.999998	2028	0	0.41276	0.035093	0.035194	0.938604	255	1	0.41276
RAB39A	8	0.52233	0.73945	0.999998	1471	2	0.1714	0.035769	0.13089	0.938657	256	5	0.1714
NonTargetingControlGuideForHuman_0010	1	0.96406	0.9645	0.999998	2027	0	0.40007	0.035937	0.036036	0.938604	257	1	0.40007
TRIB2	8	0.7891	0.88906	0.999998	1820	2	0.14015	0.036014	0.13165	0.938657	258	6	0.14015
FAM134B	8	0.26252	0.50928	0.999998	985	4	0.023027	0.036037	0.13172	0.938657	259	4	0.023027
SRRM3	6	0.96562	0.96571	0.999998	2029	0	0.20363	0.036286	0.12008	0.938657	260	4	0.20363
APOBEC3B	8	0.46829	0.70056	0.999998	1388	3	0.069257	0.036389	0.13278	0.938657	261	4	0.069257
PKLR	8	0.60229	0.7977	0.999998	1586	3	0.11631	0.03654	0.13334	0.938657	262	4	0.11631
PELI1	8	0.049535	0.16407	0.992049	338	2	0.12753	0.036614	0.13355	0.938657	263	4	0.12753
NOTCH3	8	0.84324	0.91788	0.999998	1894	1	0.17294	0.036618	0.13356	0.938657	264	6	0.17294
ABTB2	8	0.64338	0.82521	0.999998	1644	2	0.20332	0.036635	0.13363	0.938657	265	5	0.20332
STAT4	8	0.93292	0.95087	0.999998	1990	1	-0.0077514	0.037025	0.1348	0.938657	266	3	-0.0077514
GIN1	8	0.80708	0.89809	0.999998	1850	2	0.16827	0.037043	0.13485	0.938657	267	5	0.16827
OR2B11	8	0.53307	0.74689	0.999998	1488	2	0.22647	0.037257	0.13553	0.938657	268	5	0.22647
C1QTNF1	8	0.92752	0.94879	0.999998	1986	1	0.16823	0.037881	0.13758	0.938657	269	6	0.16823
P2RY1	8	0.1955	0.42571	0.999998	828	4	-0.02936	0.037968	0.13785	0.938657	270	3	-0.02936
HLA-C	8	0.55184	0.76092	0.999998	1513	3	0.18466	0.038091	0.13818	0.938657	271	5	0.18466
IL6ST	8	0.046349	0.15668	0.990441	322	4	-0.073186	0.038309	0.13884	0.938657	272	3	-0.073186
NonTargetingControlGuideForHuman_0046	1	0.96153	0.96202	0.999998	2023	0	0.53246	0.038469	0.038731	0.938604	273	1	0.53246
HIST1H1D	8	0.80132	0.89511	0.999998	1839	2	0.18398	0.038549	0.13952	0.938657	274	5	0.18398
SLC39A8	8	0.84487	0.91886	0.999998	1900	1	0.20704	0.038653	0.13984	0.938657	275	5	0.20704
SLC25A19	8	0.21418	0.44907	0.999998	869	4	-0.060078	0.038693	0.13993	0.938657	276	3	-0.060078
ZNF189	8	0.66671	0.83447	0.999998	1674	1	0.19949	0.038817	0.14033	0.938657	277	5	0.19949
APOBEC3A	7	0.15828	0.35622	0.999998	737	2	0.021632	0.038973	0.1288	0.938657	278	3	0.021632
DYNLT1	8	0.94416	0.95562	0.999998	2002	1	0.19506	0.039009	0.14091	0.938657	279	6	0.19506
C5orf20	8	0.19693	0.42768	0.999998	832	2	0.2056	0.039019	0.14094	0.938657	280	4	0.2056
MIA3	8	0.99439	0.99447	0.999998	2087	0	0.15703	0.039043	0.14101	0.938657	281	6	0.15703
SSTR2	8	0.52864	0.74385	0.999998	1480	3	0.13459	0.039051	0.14102	0.938657	282	4	0.13459
ASPA	8	0.65531	0.82993	0.999998	1659	2	0.19381	0.039143	0.14124	0.938657	283	6	0.19381
HSH2D	8	0.41406	0.66068	0.999998	1292	2	0.065958	0.039226	0.1415	0.938657	284	4	0.065958
DNASE1L2	8	0.29798	0.55194	0.999998	1066	3	-0.01623	0.039553	0.14228	0.938657	285	3	-0.01623
TLN2	8	0.85111	0.92227	0.999998	1906	2	0.2298	0.039609	0.14239	0.938657	286	5	0.2298
RTN2	8	0.85966	0.92713	0.999998	1918	2	0.19276	0.039745	0.1428	0.938657	287	5	0.19276
SLC25A53	8	0.31822	0.57517	0.999998	1123	3	0.10062	0.039873	0.14322	0.938657	288	4	0.10062
WNT1	8	0.033519	0.12376	0.985286	252	4	-0.049143	0.040054	0.14363	0.938657	289	4	-0.049143
C6orf222	8	0.6164	0.80799	0.999998	1607	1	0.064453	0.040268	0.14426	0.938657	290	3	0.064453
PARS2	8	0.62419	0.81362	0.999998	1619	1	0.042705	0.040555	0.14496	0.938657	291	3	0.042705
RNASEL	8	0.35373	0.61643	0.999998	1199	3	-0.027869	0.040737	0.14537	0.938657	292	3	-0.027869
ZNF844	8	0.58375	0.78386	0.999998	1561	2	0.042926	0.040851	0.14567	0.938657	293	4	0.042926
IL7R	8	0.19134	0.42039	0.999998	815	2	0.018499	0.041056	0.14621	0.938657	294	3	0.018499
LACC1	8	0.23739	0.47815	0.999998	922	4	-0.076485	0.041206	0.14663	0.938657	295	3	-0.076485
MLKL	8	0.05548	0.17744	0.992426	364	3	-0.015222	0.041556	0.14749	0.938657	296	3	-0.015222
FAM72A	8	0.21043	0.44426	0.999998	865	4	-0.12151	0.04191	0.1482	0.938657	297	3	-0.12151
SERPINB7	8	0.45761	0.6929	0.999998	1373	3	0.076186	0.041949	0.14828	0.938657	298	4	0.076186
SLCO4A1	8	0.67399	0.83759	0.999998	1683	2	0.098909	0.042557	0.14963	0.938657	299	4	0.098909
EHD4	8	0.69651	0.84682	0.999998	1714	2	0.14613	0.04299	0.1506	0.938657	300	4	0.14613
TNFRSF12A	8	0.7221	0.85767	0.999998	1738	2	0.1926	0.043192	0.15101	0.938657	301	5	0.1926
DKK3	8	0.15681	0.37487	0.999998	731	4	0.030424	0.043556	0.15188	0.938657	302	4	0.030424
ABCG2	8	0.15607	0.37392	0.999998	729	3	0.025567	0.044056	0.15297	0.938657	303	4	0.025567
SAMD9L	8	0.42106	0.66563	0.999998	1310	3	0.10966	0.044108	0.1531	0.938657	304	4	0.10966
KLK8	8	0.4057	0.65484	0.999998	1278	3	0.089026	0.044555	0.15425	0.938657	305	4	0.089026
MICA	8	0.66908	0.83546	0.999998	1677	1	0.12446	0.044665	0.1545	0.938657	306	4	0.12446
METTL18	8	0.3679	0.62735	0.999998	1225	2	0.20515	0.044831	0.15487	0.938657	307	5	0.20515
STRIP2	8	0.13252	0.33761	0.999998	665	5	-0.14925	0.045274	0.15593	0.938657	308	3	-0.14925
PVRIG	8	0.20462	0.43729	0.999998	846	3	-0.013847	0.045553	0.15662	0.938657	309	2	-0.013847
ALDH1A1	8	0.33382	0.59336	0.999998	1162	3	0.18946	0.045608	0.15673	0.938657	310	4	0.18946
C7orf63	8	0.23775	0.47861	0.999998	923	3	0.17439	0.04592	0.15738	0.938657	311	5	0.17439
TPRG1	8	0.98996	0.98998	0.999998	2073	0	0.030331	0.046131	0.15787	0.938657	312	3	0.030331
CETN3	8	0.72166	0.85748	0.999998	1737	2	0.03549	0.046421	0.15854	0.938657	313	3	0.03549
PAPOLG	8	0.78193	0.88538	0.999998	1812	2	0.25103	0.046608	0.15891	0.938657	314	5	0.25103
SLC28A2	8	0.061885	0.19172	0.999998	391	3	0.11859	0.046768	0.15929	0.938657	315	4	0.11859
HIST1H1E	8	0.022372	0.087394	0.985286	171	3	-0.05525	0.046925	0.15966	0.938657	316	3	-0.05525
NSUN7	8	0.78338	0.88608	0.999998	1815	2	0.19602	0.046986	0.15981	0.938657	317	5	0.19602
PKDCC	8	0.032835	0.12159	0.985286	246	5	-0.19687	0.047366	0.16069	0.938657	318	3	-0.19687
LEPR	8	0.8562	0.92518	0.999998	1912	2	0.12188	0.047546	0.16107	0.938657	319	5	0.12188
LPPR4	8	0.86199	0.92852	0.999998	1924	2	0.1789	0.048	0.16213	0.938657	320	5	0.1789
TTC26	8	0.83105	0.91096	0.999998	1876	2	0.07728	0.048043	0.16224	0.938657	321	3	0.07728
CA13	8	0.55258	0.76145	0.999998	1515	2	0.20054	0.048487	0.16323	0.938657	322	4	0.20054
TMEM194A	8	0.40292	0.65296	0.999998	1274	2	-0.0018499	0.048541	0.16332	0.938657	323	3	-0.0018499
GBP3	8	0.0313	0.11651	0.985286	235	2	0.16517	0.049192	0.16482	0.938657	324	4	0.16517
MUC1	8	0.25663	0.50227	0.999998	971	3	-0.10508	0.049535	0.16564	0.938657	325	2	-0.10508
KBTBD8	8	0.13262	0.33781	0.999998	666	2	0.1278	0.049875	0.16631	0.938657	326	4	0.1278
NonTargetingControlGuideForHuman_0016	1	0.9501	0.95038	0.999998	2006	0	0.38233	0.049896	0.050537	0.938657	327	1	0.38233
SPINK1	8	0.85476	0.92436	0.999998	1910	2	0.16054	0.049967	0.16652	0.938657	328	5	0.16054
NAMPT	8	0.87734	0.93433	0.999998	1938	1	0.07167	0.050032	0.16669	0.938657	329	3	0.07167
MEP1A	8	0.95514	0.96115	0.999998	2013	1	0.16263	0.05044	0.16764	0.938657	330	5	0.16263
MS4A12	8	0.61025	0.80343	0.999998	1599	3	0.043724	0.050535	0.16787	0.938657	331	3	0.043724
KDR	8	0.038549	0.13886	0.985286	285	4	-0.12911	0.050637	0.1681	0.938657	332	3	-0.12911
ZNF772	8	0.094018	0.26133	0.999998	514	4	-0.12337	0.051517	0.17015	0.938657	333	3	-0.12337
RHOF	8	0.03639	0.13277	0.985286	272	3	0.04592	0.05152	0.17016	0.938657	334	4	0.04592
ZNF107	8	0.43803	0.6784	0.999998	1339	2	0.11459	0.051871	0.17084	0.938657	335	4	0.11459
ZNF260	8	0.35046	0.6127	0.999998	1191	3	-0.017346	0.052176	0.17144	0.938657	336	3	-0.017346
TANK	8	0.31567	0.57222	0.999998	1115	4	0.015255	0.052434	0.17203	0.938657	337	4	0.015255
MRC2	8	0.13944	0.35067	0.999998	685	4	-0.10772	0.052512	0.17218	0.938657	338	2	-0.10772
TNF	8	0.47871	0.70825	0.999998	1408	2	0.23875	0.052538	0.17221	0.938657	339	5	0.23875
P2RX7	8	0.55247	0.76134	0.999998	1514	3	-0.11618	0.053007	0.17338	0.938657	340	2	-0.11618
SPHK1	8	0.25438	0.49939	0.999998	964	3	0.10894	0.053212	0.1738	0.938657	341	4	0.10894
CORIN	8	0.68147	0.84074	0.999998	1694	2	0.20751	0.05325	0.17385	0.938657	342	5	0.20751
NonTargetingControlGuideForHuman_0044	1	0.94673	0.94696	0.999998	2005	0	0.28528	0.053272	0.053642	0.938657	343	1	0.28528
OSM	8	0.87948	0.93479	0.999998	1939	1	0.19356	0.053299	0.17396	0.938657	344	4	0.19356
MTHFD1L	8	0.59244	0.79031	0.999998	1574	3	0.12941	0.05353	0.17446	0.938657	345	4	0.12941
IER3	8	0.19394	0.42374	0.999998	821	4	-0.087928	0.053863	0.17516	0.938657	346	2	-0.087928
CDK17	8	0.52514	0.74134	0.999998	1475	3	0.24022	0.053872	0.17518	0.938657	347	5	0.24022
IL15	8	0.93471	0.95153	0.999998	1992	1	0.20551	0.053968	0.17538	0.938657	348	5	0.20551
TRIM38	8	0.028926	0.10897	0.985286	221	4	-0.049375	0.054492	0.17662	0.938657	349	3	-0.049375
TBX1	8	0.84406	0.91835	0.999998	1899	1	0.19865	0.05478	0.17732	0.938657	350	5	0.19865
CYP19A1	8	0.84334	0.91792	0.999998	1895	1	0.19771	0.054888	0.17753	0.938657	351	5	0.19771
STX17	8	0.67612	0.83851	0.999998	1689	2	0.10751	0.054911	0.17757	0.938657	352	4	0.10751
MYO1E	8	0.99437	0.99446	0.999998	2086	0	0.21106	0.054986	0.17776	0.938657	353	5	0.21106
MAFF	8	0.8815	0.9353	0.999998	1940	1	0.2134	0.055104	0.17803	0.938657	354	4	0.2134
GRHL1	8	0.77471	0.8819	0.999998	1800	2	0.031818	0.05548	0.17888	0.938657	355	3	0.031818
RFPL4A	8	0.29309	0.54619	0.999998	1054	2	0.16487	0.05572	0.1794	0.938657	356	5	0.16487
IRF8	8	0.45642	0.69199	0.999998	1372	3	0.01336	0.055974	0.17999	0.938657	357	4	0.01336
PHC3	8	0.071994	0.21423	0.999998	425	3	0.043596	0.056365	0.18095	0.938657	358	4	0.043596
GRIN2C	8	0.43847	0.67869	0.999998	1341	3	0.11498	0.056468	0.18117	0.938657	359	4	0.11498
PTPRD	8	0.99041	0.99041	0.999998	2076	0	0.15459	0.05656	0.18134	0.938657	360	5	0.15459
DCDC2B	8	0.10989	0.29379	0.999998	577	3	0.038744	0.056631	0.18148	0.938657	361	4	0.038744
DDX4	8	0.49462	0.71979	0.999998	1433	3	0.11747	0.056706	0.18165	0.938657	362	4	0.11747
INHBA	8	0.82076	0.90533	0.999998	1868	2	0.2085	0.056958	0.18218	0.938657	363	5	0.2085
APOBEC3G	8	0.48502	0.71272	0.999998	1417	2	0.020447	0.056962	0.18219	0.938657	364	3	0.020447
RPL22	8	0.45563	0.69138	0.999998	1370	2	0.22408	0.057058	0.18243	0.938657	365	5	0.22408
NonTargetingControlGuideForHuman_0105	1	0.9429	0.94313	0.999998	2000	0	0.33918	0.057103	0.057456	0.938657	366	1	0.33918
MTHFD2L	8	0.12756	0.32829	0.999998	645	4	0.013905	0.057298	0.18299	0.938657	367	4	0.013905
TOR1AIP2	8	0.49351	0.71903	0.999998	1431	1	0.13394	0.057366	0.18315	0.938657	368	4	0.13394
SGPP2	8	0.014262	0.060198	0.974597	119	3	0.11521	0.057461	0.18337	0.938657	369	5	0.11521
ZNF28	8	0.4374	0.67794	0.999998	1338	1	0.21039	0.057912	0.18428	0.938657	370	5	0.21039
AGT	8	0.41957	0.66454	0.999998	1305	2	0.19075	0.058825	0.1862	0.938657	371	5	0.19075
HLA-A	8	0.1413	0.35405	0.999998	692	2	0.16188	0.058934	0.1865	0.938657	372	5	0.16188
ZNF572	8	0.78216	0.88545	0.999998	1813	2	-0.056076	0.059001	0.18666	0.938657	373	3	-0.056076
SLC18B1	8	0.85977	0.92719	0.999998	1919	1	0.17085	0.059008	0.18668	0.938657	374	4	0.17085
UGT1A6	8	0.97557	0.97568	0.999998	2046	1	0.028357	0.059426	0.18763	0.938657	375	3	0.028357
SLC2A3	8	0.43106	0.67311	0.999998	1327	2	0.15337	0.059499	0.18776	0.938657	376	4	0.15337
MYO1C	8	0.24121	0.48294	0.999998	933	4	-0.074537	0.059918	0.18873	0.938657	377	2	-0.074537
RGS13	8	0.8475	0.92034	0.999998	1901	2	0.039371	0.060397	0.18973	0.938657	378	3	0.039371
DUSP28	8	0.51991	0.73782	0.999998	1465	3	-0.054352	0.06041	0.18978	0.938657	379	1	-0.054352
CCR1	7	0.97838	0.9778	0.999998	2050	0	0.15132	0.060843	0.18401	0.938657	380	4	0.15132
G6PC	8	0.57014	0.77392	0.999998	1540	3	0.11462	0.061393	0.19211	0.938657	381	5	0.11462
GPR161	8	0.80645	0.89776	0.999998	1849	2	0.1705	0.061413	0.19215	0.938657	382	5	0.1705
FAM129A	8	0.16109	0.38052	0.999998	744	3	-0.041384	0.063155	0.19574	0.938657	383	3	-0.041384
TNFSF14	8	0.30489	0.55958	0.999998	1086	2	0.22295	0.06327	0.19598	0.938657	384	5	0.22295
SPP1	8	0.068739	0.20654	0.999998	410	2	0.079831	0.063357	0.19613	0.938657	385	4	0.079831
FAM90A1	8	0.062867	0.19385	0.999998	394	3	0.026141	0.063989	0.19753	0.938657	386	2	0.026141
MB21D1	8	0.11085	0.29569	0.999998	581	3	0.18768	0.064167	0.19791	0.938657	387	4	0.18768
GEM	8	0.18875	0.41701	0.999998	810	4	-0.0027468	0.064338	0.19825	0.938657	388	3	-0.0027468
CR1L	8	0.19335	0.42292	0.999998	818	4	-0.075489	0.064547	0.19872	0.938657	389	3	-0.075489
ZNF816	8	0.18528	0.4126	0.999998	800	3	0.070018	0.064687	0.19903	0.938657	390	4	0.070018
DDIT4	8	0.42346	0.66753	0.999998	1314	3	-0.042467	0.064828	0.19935	0.938657	391	2	-0.042467
ATP6V0D2	8	0.36524	0.62556	0.999998	1222	3	0.015314	0.065247	0.20026	0.938657	392	4	0.015314
USP37	8	0.26962	0.51793	0.999998	1000	3	0.023112	0.065317	0.20044	0.938657	393	3	0.023112
OLFML3	8	0.04655	0.15717	0.990558	323	2	0.016591	0.065388	0.20057	0.938657	394	3	0.016591
ALDH1L2	8	0.53473	0.74817	0.999998	1489	3	0.15823	0.065546	0.20091	0.938657	395	5	0.15823
PDCD1LG2	8	0.055074	0.17651	0.992426	362	3	0.088995	0.065923	0.20166	0.938657	396	4	0.088995
ATP6V0A1	8	0.70868	0.85185	0.999998	1727	2	0.058873	0.066296	0.20243	0.938657	397	2	0.058873
C1orf173	8	0.27731	0.52725	0.999998	1018	4	-0.11664	0.066324	0.20251	0.938657	398	3	-0.11664
ALYREF	8	0.038472	0.13869	0.985286	284	5	-0.23302	0.066515	0.20285	0.938657	399	2	-0.23302
FCGR2A	8	0.98104	0.98099	0.999998	2056	0	0.15406	0.066585	0.20301	0.938657	400	5	0.15406
ZNF541	8	0.33999	0.6007	0.999998	1172	4	-0.12333	0.066785	0.2035	0.938657	401	2	-0.12333
FAM84B	8	0.38811	0.64228	0.999998	1248	2	0.0044638	0.06702	0.20402	0.938657	402	3	0.0044638
KIR3DL1	8	0.23496	0.4751	0.999998	914	3	0.21819	0.067044	0.20407	0.938657	403	5	0.21819
LGALS2	8	0.97957	0.97956	0.999998	2053	0	0.1885	0.067429	0.20481	0.938657	404	5	0.1885
ACAP1	8	0.254	0.49897	0.999998	962	3	0.096174	0.06765	0.2053	0.938657	405	4	0.096174
MYO10	8	0.62067	0.8111	0.999998	1616	3	-0.048455	0.067763	0.20556	0.938657	406	2	-0.048455
ZKSCAN7	8	0.3011	0.55538	0.999998	1076	2	0.11144	0.067842	0.20575	0.938657	407	4	0.11144
RGS20	8	0.60262	0.7979	0.999998	1587	2	0.12769	0.06807	0.2062	0.938657	408	4	0.12769
EXT1	8	0.53941	0.75155	0.999998	1496	2	0.01564	0.068246	0.2066	0.938657	409	3	0.01564
EGR1	8	0.18754	0.4155	0.999998	806	4	-0.080328	0.068251	0.20661	0.938657	410	3	-0.080328
SUCNR1	8	0.064781	0.19803	0.999998	398	5	-0.21718	0.068739	0.20769	0.938657	411	1	-0.21718
CETP	8	0.20932	0.44296	0.999998	859	4	-0.15662	0.068791	0.20785	0.938657	412	2	-0.15662
NonTargetingControlGuideForHuman_0142	1	0.93108	0.93146	0.999998	1989	0	0.37634	0.06892	0.069305	0.938657	413	1	0.37634
CDKN2B	8	0.22492	0.46244	0.999998	895	3	0.14727	0.069746	0.2101	0.938657	414	5	0.14727
CCDC89	8	0.4424	0.68171	0.999998	1347	1	0.13277	0.070018	0.21083	0.938657	415	4	0.13277
42798	8	0.050032	0.16512	0.992049	340	2	0.15327	0.070089	0.21098	0.938657	416	5	0.15327
B3GALT2	8	0.051985	0.16953	0.992049	348	4	-0.11834	0.070375	0.21167	0.938657	417	3	-0.11834
SNX5	8	0.089368	0.25183	0.999998	496	3	0.13076	0.07069	0.21235	0.938657	418	4	0.13076
RSPH9	8	0.68831	0.84353	0.999998	1703	1	0.18016	0.070722	0.21247	0.938657	419	5	0.18016
OSBPL5	8	0.49613	0.72083	0.999998	1435	3	0.14202	0.07078	0.21261	0.938657	420	5	0.14202
SCN4B	8	0.11737	0.3084	0.999998	606	2	0.046681	0.070805	0.21268	0.938657	421	3	0.046681
LPAR6	8	0.35606	0.61864	0.999998	1207	3	0.25611	0.071011	0.21308	0.938657	422	5	0.25611
GRAMD1B	8	0.96001	0.96395	0.999998	2019	1	0.067995	0.071177	0.21347	0.938657	423	3	0.067995
UNC93B1	8	0.063357	0.19489	0.999998	395	3	0.13503	0.071364	0.21396	0.938657	424	4	0.13503
CNGA1	8	0.2051	0.43785	0.999998	847	3	0.0074003	0.071385	0.21403	0.938657	425	4	0.0074003
CEACAM3	8	0.32167	0.57913	0.999998	1130	4	0.06011	0.071633	0.21456	0.938657	426	4	0.06011
CCDC42B	8	0.79638	0.89268	0.999998	1829	1	-0.0063902	0.071663	0.21463	0.938657	427	2	-0.0063902
NKD2	8	0.62494	0.81415	0.999998	1620	2	0.099716	0.07182	0.21499	0.938657	428	4	0.099716
TMEM140	8	0.32969	0.58859	0.999998	1149	2	0.15722	0.071824	0.21499	0.938657	429	5	0.15722
CBY3	8	0.53171	0.74596	0.999998	1485	1	0.19424	0.072054	0.21544	0.938657	430	5	0.19424
SKIL	8	0.842	0.91714	0.999998	1891	2	0.0027659	0.07215	0.21565	0.938657	431	2	0.0027659
SAMSN1	8	0.2277	0.46593	0.999998	900	2	0.054045	0.072636	0.21666	0.938657	432	3	0.054045
NonTargetingControlGuideForHuman_0190	1	0.92699	0.92756	0.999998	1985	0	0.29171	0.07301	0.073528	0.938657	433	1	0.29171
LCN12	8	0.60078	0.79656	0.999998	1582	3	0.0018934	0.073279	0.21821	0.938657	434	2	0.0018934
FNDC7	8	0.99553	0.99552	0.999998	2091	0	0.17914	0.07329	0.21824	0.938657	435	5	0.17914
HEY1	8	0.61968	0.81042	0.999998	1615	2	0.13421	0.073449	0.2186	0.938657	436	4	0.13421
ZNF829	8	0.19091	0.41979	0.999998	814	3	0.075607	0.073608	0.21899	0.938657	437	4	0.075607
LYPLA1	8	0.55726	0.76489	0.999998	1525	2	0.13556	0.073704	0.21918	0.938657	438	5	0.13556
GTF2E1	8	0.94349	0.95531	0.999998	2001	1	0.14395	0.074094	0.21992	0.938657	439	5	0.14395
NUDCD1	8	0.31465	0.57114	0.999998	1111	2	0.1017	0.074307	0.22041	0.938657	440	4	0.1017
CD84	8	0.97057	0.97133	0.999998	2041	1	0.19789	0.074776	0.22138	0.938657	441	5	0.19789
NFKB1	8	0.21476	0.44991	0.999998	870	2	0.042374	0.074896	0.2216	0.938657	442	4	0.042374
IL18	8	0.1509	0.36699	0.999998	714	3	-0.0051723	0.075065	0.22194	0.938657	443	3	-0.0051723
PEA15	8	0.24107	0.48273	0.999998	932	3	0.16777	0.075103	0.22203	0.938657	444	4	0.16777
PLA2G16	8	0.39766	0.64914	0.999998	1269	3	0.034399	0.07555	0.22313	0.938657	445	3	0.034399
CCL7	8	0.53565	0.74887	0.999998	1491	2	0.024605	0.075658	0.22337	0.938657	446	3	0.024605
CPA6	8	0.7136	0.85398	0.999998	1732	2	0.2255	0.075937	0.22396	0.938657	447	4	0.2255
STAP1	8	0.85995	0.92726	0.999998	1920	1	0.097771	0.076229	0.22465	0.938657	448	4	0.097771
SLC1A4	8	0.9591	0.96339	0.999998	2018	1	0.1009	0.076275	0.22471	0.938657	449	4	0.1009
NonTargetingControlGuideForHuman_0117	1	0.92361	0.92434	0.999998	1982	0	0.29285	0.076386	0.077004	0.938657	450	1	0.29285
HIST1H1C	8	0.91981	0.94601	0.999998	1975	1	0.12217	0.076519	0.22527	0.938657	451	4	0.12217
TAGAP	8	0.38261	0.6382	0.999998	1241	3	0.089811	0.076705	0.22561	0.938657	452	4	0.089811
IDO2	6	0.10604	0.25911	0.999998	560	4	-0.1624	0.077795	0.20569	0.938657	453	2	-0.1624
THBD	8	0.5325	0.74652	0.999998	1487	3	0.21857	0.077808	0.22795	0.938657	454	5	0.21857
BCL2L14	8	0.19435	0.42428	0.999998	823	3	0.041129	0.078018	0.22838	0.938657	455	4	0.041129
NUP62	8	0.7028	0.84933	0.999998	1722	1	0.067076	0.078278	0.22893	0.938657	456	4	0.067076
STEAP4	8	0.12618	0.32558	0.999998	639	2	0.20989	0.078424	0.2292	0.938657	457	5	0.20989
SLC15A3	8	0.73887	0.86525	0.999998	1758	2	0.049892	0.079034	0.23048	0.938657	458	4	0.049892
TBX3	8	0.0014939	0.0083606	0.713031	23	5	-0.34583	0.079129	0.23062	0.938657	459	3	-0.34583
LMNB1	8	0.38651	0.64115	0.999998	1245	2	0.00048169	0.079219	0.23076	0.938657	460	3	0.00048169
ERI2	8	0.54335	0.75439	0.999998	1501	2	0.18811	0.07989	0.23224	0.938657	461	4	0.18811
GIMAP7	8	0.69919	0.84783	0.999998	1718	1	0.18637	0.079905	0.23229	0.938657	462	4	0.18637
CBWD2	8	0.12091	0.3154	0.999998	617	5	-0.22102	0.079973	0.23249	0.938657	463	3	-0.22102
LAMP3	8	0.19048	0.41927	0.999998	812	3	0.17093	0.080122	0.23283	0.938657	464	4	0.17093
TNFSF15	8	0.7203	0.85695	0.999998	1736	2	0.04527	0.080124	0.23284	0.938657	465	3	0.04527
HERC6	8	0.44676	0.68483	0.999998	1357	2	0.16562	0.080227	0.23309	0.938657	466	5	0.16562
GZMB	8	0.51083	0.73136	0.999998	1450	3	0.027556	0.080275	0.23316	0.938657	467	3	0.027556
TDRD6	8	0.14674	0.36141	0.999998	706	2	0.18929	0.080343	0.2333	0.938657	468	5	0.18929
TLR1	8	0.024043	0.093302	0.985286	183	5	-0.15039	0.080388	0.23344	0.938657	469	2	-0.15039
ATF3	8	0.1517	0.36804	0.999998	718	3	0.05596	0.08087	0.23444	0.938657	470	4	0.05596
NonTargetingControlGuideForHuman_0171	1	0.91907	0.91975	0.999998	1974	0	0.33312	0.080931	0.081722	0.938657	471	1	0.33312
NR4A3	8	0.9696	0.97059	0.999998	2036	1	0.19132	0.080934	0.23458	0.938657	472	5	0.19132
TRADD	8	0.025604	0.098387	0.985286	199	6	-0.21837	0.081336	0.23545	0.938657	473	2	-0.21837
ST8SIA4	8	0.57355	0.77641	0.999998	1545	3	-0.026207	0.081353	0.23549	0.938657	474	3	-0.026207
ZNF436	8	0.044015	0.1512	0.985286	309	4	-0.11791	0.081488	0.23585	0.938657	475	3	-0.11791
CYP1A1	8	0.45505	0.69103	0.999998	1369	3	0.17196	0.081613	0.23614	0.938657	476	5	0.17196
PML	8	0.78273	0.88578	0.999998	1814	2	0.092186	0.081835	0.23659	0.938657	477	4	0.092186
ZSCAN22	8	0.44656	0.6847	0.999998	1356	2	-0.022859	0.082291	0.23762	0.938657	478	3	-0.022859
PLSCR1	8	0.76829	0.87871	0.999998	1794	2	0.046385	0.082317	0.23766	0.938657	479	3	0.046385
