sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
brunello_IL18_3	IL18	1625.8	3145.2	1625.8	3145.2	0.95156	1.1543e+06	62598	6.0728	1	6.2845e-10	1.2569e-09	1.2109e-07	True
HGLibB_36832	PLA2G16	6037.6	9209.5	6037.6	9209.5	0.60905	5.0302e+06	2.7302e+05	6.0703	1	6.3841e-10	1.2768e-09	1.2218e-07	True
HGLibA_03268	ASCL2	6231	9459	6231	9459	0.60214	5.2099e+06	2.8286e+05	6.0694	1	6.4207e-10	1.2841e-09	1.2218e-07	True
brunello_TOR1B_3	TOR1B	4426.6	1763.8	4426.6	1763.8	-1.327	3.5453e+06	1.9269e+05	6.0662	6.5502e-10	1	1.31e-09	1.2388e-07	False
brunello_SMIM15_3	SMIM15	7683.2	4057	7683.2	4057	-0.92111	6.5745e+06	3.5788e+05	6.0615	6.7428e-10	1	1.3486e-09	1.2675e-07	False
brunello_HIST1H1C_1	HIST1H1C	4506.5	7193.1	4506.5	7193.1	0.67448	3.6089e+06	1.966e+05	6.0592	1	6.8421e-10	1.3684e-09	1.2783e-07	True
HGLibA_49580	RIN2	6984.7	10418	6984.7	10418	0.5768	5.8953e+06	3.2156e+05	6.0554	1	7.0053e-10	1.4011e-09	1.301e-07	True
brunello_TPRG1_4	TPRG1	4357.6	6991.3	4357.6	6991.3	0.68191	3.4683e+06	1.8932e+05	6.0531	1	7.1059e-10	1.4212e-09	1.3117e-07	True
HGLibA_32729	KCTD19	2446.6	4350.2	2446.6	4350.2	0.83001	1.8117e+06	99034	6.0488	1	7.2971e-10	1.4594e-09	1.339e-07	True
brunello_TYRO3_2	TYRO3	3417.4	5710.3	3417.4	5710.3	0.7405	2.6287e+06	1.4411e+05	6.04	1	7.7061e-10	1.5412e-09	1.4057e-07	True
HGLibB_41231	RIMS3	5256.3	8174.9	5256.3	8174.9	0.63706	4.2592e+06	2.3368e+05	6.0376	1	7.8194e-10	1.5639e-09	1.4112e-07	True
HGLibA_58161	TMEM110	3669	6054.1	3669	6054.1	0.72239	2.8445e+06	1.5607e+05	6.0375	1	7.828e-10	1.5656e-09	1.4112e-07	True
brunello_GIMAP7_2	GIMAP7	4756.1	7509.6	4756.1	7509.6	0.65883	3.7907e+06	2.0886e+05	6.0248	1	8.4646e-10	1.6929e-09	1.5171e-07	True
brunello_TLR1_4	TLR1	3359.2	5607.8	3359.2	5607.8	0.73916	2.5282e+06	1.4136e+05	5.9809	1	1.1098e-09	2.2196e-09	1.9776e-07	True
brunello_ATF3_1	ATF3	5068.9	7900.1	5068.9	7900.1	0.6401	4.0079e+06	2.2434e+05	5.9774	1	1.1336e-09	2.2672e-09	2.0084e-07	True
brunello_ST8SIA4_2	ST8SIA4	4032	6520.7	4032	6520.7	0.69339	3.0967e+06	1.7351e+05	5.9745	1	1.154e-09	2.3079e-09	2.0241e-07	True
HGLibA_45601	PML	5421.1	8359.5	5421.1	8359.5	0.62475	4.3173e+06	2.4192e+05	5.9743	1	1.1556e-09	2.3112e-09	2.0241e-07	True
HGLibA_45519	PLSCR1	2074.7	3788.3	2074.7	3788.3	0.86832	1.4681e+06	82300	5.9731	1	1.1641e-09	2.3282e-09	2.0275e-07	True
brunello_CBWD2_1	CBWD2	1187.8	2440.3	1187.8	2440.3	1.0381	7.8439e+05	44011	5.9704	1	1.1837e-09	2.3674e-09	2.0501e-07	True
HGLibA_51836	SERPINB2	2122.1	3856.2	2122.1	3856.2	0.86142	1.5037e+06	84412	5.9688	1	1.195e-09	2.3899e-09	2.058e-07	True
HGLibA_47884	PUS1	8434.9	12195	8434.9	12195	0.53184	7.0707e+06	3.9743e+05	5.9651	1	1.2225e-09	2.4449e-09	2.0893e-07	True
HGLibA_51282	SCN4B	4093.2	6598.8	4093.2	6598.8	0.68884	3.139e+06	1.7647e+05	5.9645	1	1.2267e-09	2.4534e-09	2.0893e-07	True
HGLibA_36008	LYPD3	2528.5	4439.4	2528.5	4439.4	0.81183	1.8258e+06	1.0276e+05	5.961	1	1.2531e-09	2.5062e-09	2.1182e-07	True
brunello_IER5L_1	IER5L	2170.4	3924.2	2170.4	3924.2	0.85413	1.5379e+06	86573	5.9605	1	1.2574e-09	2.5148e-09	2.1182e-07	True
brunello_IQGAP2_3	IQGAP2	677.76	1590.4	677.76	1590.4	1.2293	4.1642e+05	23450	5.9595	1	1.2651e-09	2.5301e-09	2.1195e-07	True
brunello_GPR68_2	GPR68	1948.4	3598.6	1948.4	3598.6	0.88479	1.3615e+06	76699	5.9584	1	1.2732e-09	2.5465e-09	2.1217e-07	True
HGLibA_11848	CXCL11	7992	4351.2	7992	4351.2	-0.877	6.6278e+06	3.7407e+05	5.9528	1.3177e-09	1	2.6354e-09	2.184e-07	False
HGLibA_22187	HES4	7292.5	10749	7292.5	10749	0.55966	5.974e+06	3.3751e+05	5.9498	1	1.3421e-09	2.6841e-09	2.2125e-07	True
brunello_PTPRU_3	PTPRU	4689	7385.8	4689	7385.8	0.65536	3.6363e+06	2.0556e+05	5.9481	1	1.3563e-09	2.7127e-09	2.2241e-07	True
brunello_SECTM1_1	SECTM1	2052	3746.7	2052	3746.7	0.86825	1.4359e+06	81291	5.9438	1	1.3926e-09	2.7852e-09	2.2714e-07	True
HGLibB_00304	ABL2	3209.2	5384.7	3209.2	5384.7	0.74646	2.3663e+06	1.3429e+05	5.9365	1	1.4563e-09	2.9126e-09	2.3629e-07	True
brunello_LY6E_4	LY6E	155.87	553.79	155.87	553.79	1.8223	79167	4510.4	5.9249	1	1.5788e-09	3.1575e-09	2.5482e-07	True
brunello_ARMC9_1	ARMC9	4470	7082.6	4470	7082.6	0.66387	3.4127e+06	1.9481e+05	5.9191	1	1.6185e-09	3.2371e-09	2.5923e-07	True
brunello_ANK3_4	ANK3	1131.6	2339.9	1131.6	2339.9	1.0475	7.3003e+05	41680	5.9187	1	1.6229e-09	3.2458e-09	2.5923e-07	True
HGLibA_40097	NFIL3	5713.1	8710.5	5713.1	8710.5	0.60839	4.4922e+06	2.566e+05	5.9172	1	1.6376e-09	3.2751e-09	2.5959e-07	True
HGLibA_52991	SLC25A30	6475.7	9691.2	6475.7	9691.2	0.58158	5.17e+06	2.9536e+05	5.9167	1	1.642e-09	3.284e-09	2.5959e-07	True
HGLibA_12295	DAGLA	7583.6	11095	7583.6	11095	0.5489	6.165e+06	3.5267e+05	5.9129	1	1.681e-09	3.362e-09	2.6439e-07	True
HGLibB_28853	MEP1A	1608.1	3077.3	1608.1	3077.3	0.93589	1.0793e+06	61831	5.9085	1	1.7264e-09	3.4528e-09	2.6953e-07	True
brunello_TEAD1_3	TEAD1	3596	1288.1	3596	1288.1	-1.4804	2.6631e+06	1.5259e+05	5.908	1.7311e-09	1	3.4622e-09	2.6953e-07	False
brunello_PLAC4_1	PLAC4	4977.1	7744.9	4977.1	7744.9	0.63783	3.8303e+06	2.1979e+05	5.9037	1	1.7771e-09	3.5541e-09	2.7529e-07	True
HGLibB_11704	CTSL	3883	1475.7	3883	1475.7	-1.3951	2.8975e+06	1.6633e+05	5.9026	1.7895e-09	1	3.579e-09	2.7556e-07	False
HGLibA_16923	FABP5	2899.5	4942.5	2899.5	4942.5	0.76925	2.087e+06	1.1983e+05	5.9019	1	1.7966e-09	3.5933e-09	2.7556e-07	True
HGLibA_05595	C17orf96	889.86	1941.3	889.86	1941.3	1.1245	5.5275e+05	31829	5.8934	1	1.8912e-09	3.7824e-09	2.8862e-07	True
HGLibA_30931	IFITM2	1016.1	2148.2	1016.1	2148.2	1.0793	6.4078e+05	36939	5.8901	1	1.9295e-09	3.859e-09	2.9302e-07	True
HGLibA_37053	MED18	6544.7	9764.3	6544.7	9764.3	0.57711	5.1827e+06	2.989e+05	5.8889	1	1.9444e-09	3.8887e-09	2.9383e-07	True
HGLibA_31328	IL1B	4812.4	7515.7	4812.4	7515.7	0.64305	3.6539e+06	2.1164e+05	5.8762	1	2.099e-09	4.198e-09	3.1565e-07	True
HGLibB_44441	SLC18B1	5612.4	8558.3	5612.4	8558.3	0.60861	4.3391e+06	2.5153e+05	5.8738	1	2.1296e-09	4.2593e-09	3.1773e-07	True
moffat_CHI3L2_5	CHI3L2	921.43	1990	921.43	1990	1.11	5.7089e+05	33099	5.8734	1	2.1352e-09	4.2704e-09	3.1773e-07	True
HGLibA_19553	GALNT2	6592.1	3368.4	6592.1	3368.4	-0.96848	5.1962e+06	3.0133e+05	5.8727	2.1438e-09	1	4.2876e-09	3.1773e-07	False
brunello_PSEN2_2	PSEN2	3485.5	5738.7	3485.5	5738.7	0.71921	2.5385e+06	1.4734e+05	5.8701	1	2.1772e-09	4.3544e-09	3.2114e-07	True
HGLibB_21613	HLA-E	9111.7	12973	9111.7	12973	0.50971	7.4563e+06	4.3341e+05	5.8658	1	2.2348e-09	4.4697e-09	3.2807e-07	True
brunello_IGF2BP3_4	IGF2BP3	3171.7	5306.6	3171.7	5306.6	0.74233	2.2788e+06	1.3253e+05	5.8642	1	2.2567e-09	4.5134e-09	3.2971e-07	True
brunello_IFIT3_2	IFIT3	3534.8	5800.5	3534.8	5800.5	0.71441	2.5668e+06	1.4968e+05	5.8564	1	2.3646e-09	4.7291e-09	3.4384e-07	True
HGLibA_59130	TNIP3	2545.3	4429.3	2545.3	4429.3	0.799	1.7747e+06	1.0353e+05	5.8553	1	2.3804e-09	4.7608e-09	3.4452e-07	True
brunello_RBM43_1	RBM43	848.43	1865.2	848.43	1865.2	1.1356	5.1694e+05	30171	5.8538	1	2.4019e-09	4.8038e-09	3.4502e-07	True
HGLibA_52142	SGPP2	4544	7151.5	4544	7151.5	0.65417	3.3996e+06	1.9844e+05	5.8535	1	2.4062e-09	4.8125e-09	3.4502e-07	True
brunello_POP1_4	POP1	844.48	1858.1	844.48	1858.1	1.1368	5.1373e+05	30013	5.851	1	2.4438e-09	4.8875e-09	3.4878e-07	True
brunello_RGAG4_2	RGAG4	2459.5	615.66	2459.5	615.66	-1.9964	1.6998e+06	99617	5.8418	2.5818e-09	1	5.1636e-09	3.6678e-07	False
brunello_KCNJ11_2	KCNJ11	6225.1	9324.1	6225.1	9324.1	0.58279	4.8019e+06	2.8256e+05	5.83	1	2.7719e-09	5.5437e-09	3.918e-07	True
HGLibB_57116	NonTargetingControlGuideForHuman_0088	9951.3	13984	9951.3	13984	0.49074	8.1298e+06	4.785e+05	5.8293	1	2.7833e-09	5.5666e-09	3.918e-07	True
HGLibB_31175	NBN	6256.7	9363.6	6256.7	9363.6	0.5816	4.8267e+06	2.8417e+05	5.8284	1	2.7977e-09	5.5955e-09	3.9204e-07	True
brunello_CDKN2B_4	CDKN2B	8504	12190	8504	12190	0.51948	6.7947e+06	4.0108e+05	5.8208	1	2.9284e-09	5.8568e-09	4.0739e-07	True
brunello_PSMB9_2	PSMB9	3333.5	5512.5	3333.5	5512.5	0.72548	2.3739e+06	1.4015e+05	5.8205	1	2.9337e-09	5.8674e-09	4.0739e-07	True
HGLibA_51654	SEMA6B	3293.1	5456.7	3293.1	5456.7	0.72842	2.3406e+06	1.3824e+05	5.8193	1	2.9553e-09	5.9106e-09	4.0855e-07	True
moffat_IDO2_4	IDO2	5136.9	7908.2	5136.9	7908.2	0.62234	3.8399e+06	2.2773e+05	5.8072	1	3.1769e-09	6.3538e-09	4.3722e-07	True
HGLibA_31490	IL9R	3751.8	6071.4	3751.8	6071.4	0.69428	2.6901e+06	1.6004e+05	5.7982	1	3.3518e-09	6.7036e-09	4.5924e-07	True
HGLibA_46651	PRDM1	2411.1	4220.3	2411.1	4220.3	0.8074	1.6366e+06	97421	5.7965	1	3.3861e-09	6.7723e-09	4.6189e-07	True
HGLibA_17135	FAM135B	932.28	1993	932.28	1993	1.0953	5.6258e+05	33536	5.7923	1	3.4722e-09	6.9443e-09	4.7131e-07	True
brunello_EHD4_4	EHD4	3207.3	5328.9	3207.3	5328.9	0.73233	2.2507e+06	1.342e+05	5.7916	1	3.4857e-09	6.9715e-09	4.7131e-07	True
brunello_ADAM28_1	ADAM28	2839.3	4819.8	2839.3	4819.8	0.76323	1.9612e+06	1.1704e+05	5.789	1	3.541e-09	7.0819e-09	4.7669e-07	True
HGLibB_53224	USP18	4695	2072.1	4695	2072.1	-1.1796	3.4396e+06	2.0585e+05	5.7809	3.7157e-09	1	7.4314e-09	4.9626e-07	False
brunello_TMEM54_3	TMEM54	6095.9	3059	6095.9	3059	-0.99453	4.6112e+06	2.7598e+05	5.7807	3.7186e-09	1	7.4372e-09	4.9626e-07	False
HGLibA_19747	GBP7	453.81	1160.3	453.81	1160.3	1.3524	2.4957e+05	14953	5.7777	1	3.7865e-09	7.5729e-09	5.0314e-07	True
brunello_EREG_3	EREG	3676.8	5954.7	3676.8	5954.7	0.69541	2.5943e+06	1.5645e+05	5.7589	1	4.2325e-09	8.4649e-09	5.5999e-07	True
HGLibB_37184	PLSCR2	7578.6	4162.5	7578.6	4162.5	-0.86432	5.8349e+06	3.5241e+05	5.7545	4.3455e-09	1	8.691e-09	5.701e-07	False
HGLibB_01538	ALDH1A1	2716	4636.2	2716	4636.2	0.77126	1.8436e+06	1.1135e+05	5.7545	1	4.3458e-09	8.6916e-09	5.701e-07	True
HGLibA_09515	CHORDC1	2254.3	3983	2254.3	3983	0.82093	1.4943e+06	90336	5.7517	1	4.4163e-09	8.8326e-09	5.7689e-07	True
brunello_KLK9_2	KLK9	3543.7	1316.5	3543.7	1316.5	-1.4278	2.4801e+06	1.501e+05	5.7485	4.5007e-09	1	9.0014e-09	5.8543e-07	False
HGLibA_55159	SPTA1	5282.9	2498.1	5282.9	2498.1	-1.0802	3.8776e+06	2.3501e+05	5.7445	4.6092e-09	1	9.2183e-09	5.9702e-07	False
brunello_BCAR3_3	BCAR3	4695.9	7300.6	4695.9	7300.6	0.6365	3.3922e+06	2.059e+05	5.7402	1	4.7279e-09	9.4557e-09	6.0882e-07	True
HGLibA_20142	GJA3	5617.4	8497.5	5617.4	8497.5	0.59705	4.1474e+06	2.5178e+05	5.7398	1	4.7397e-09	9.4794e-09	6.0882e-07	True
brunello_DDX4_4	DDX4	2624.2	4501.3	2624.2	4501.3	0.77823	1.7617e+06	1.0714e+05	5.7347	1	4.8839e-09	9.7678e-09	6.2474e-07	True
HGLibA_09079	CENPP	3349.3	5499.3	3349.3	5499.3	0.71522	2.3112e+06	1.4089e+05	5.7279	1	5.0841e-09	1.0168e-08	6.4765e-07	True
HGLibA_08629	CDH1	8866.1	12577	8866.1	12577	0.50435	6.8848e+06	4.2031e+05	5.7237	1	5.2112e-09	1.0422e-08	6.6111e-07	True
HGLibB_55430	ZNF148	2601.5	4464.8	2601.5	4464.8	0.779	1.7359e+06	1.061e+05	5.7203	1	5.317e-09	1.0634e-08	6.7177e-07	True
brunello_TRIM69_4	TRIM69	0	102.44	11.839	102.44	3.0102	5247	251.1	5.7176	1	6.9923e-09	1.3985e-08	8.5539e-07	True
HGLibA_39905	NEFH	3001.1	5018.6	3001.1	5018.6	0.7416	2.0351e+06	1.2455e+05	5.7165	1	5.4366e-09	1.0873e-08	6.8407e-07	True
HGLibB_52972	UNC93B1	3557.5	5776.2	3557.5	5776.2	0.69911	2.4614e+06	1.5076e+05	5.7143	1	5.5077e-09	1.1015e-08	6.902e-07	True
HGLibA_49297	RGL4	2164.5	3843	2164.5	3843	0.82793	1.4088e+06	86308	5.7136	1	5.5308e-09	1.1062e-08	6.903e-07	True
brunello_APOL2_2	APOL2	1299.3	2556.9	1299.3	2556.9	0.97617	7.9087e+05	48672	5.7007	1	5.9672e-09	1.1934e-08	7.4176e-07	True
brunello_FAR1_3	FAR1	1526.2	152.14	1526.2	152.14	-3.318	9.44e+05	58309	5.6938	6.2112e-09	1	1.2422e-08	7.6899e-07	False
HGLibA_34649	LGALS2	6314.9	9363.6	6314.9	9363.6	0.56824	4.6475e+06	2.8714e+05	5.6896	1	6.3678e-09	1.2736e-08	7.8523e-07	True
brunello_RTP4_4	RTP4	3784.4	6065.3	3784.4	6065.3	0.68037	2.6012e+06	1.6159e+05	5.674	1	6.9747e-09	1.3949e-08	8.5539e-07	True
HGLibA_11716	CTSL	3651.2	1421	3651.2	1421	-1.3609	2.4869e+06	1.5522e+05	5.6607	7.5392e-09	1	1.5078e-08	9.1817e-07	False
brunello_C12orf60_4	C12orf60	2113.2	3753.8	2113.2	3753.8	0.82863	1.3458e+06	84015	5.6601	1	7.565e-09	1.513e-08	9.1817e-07	True
HGLibA_05593	C17orf96	3341.4	5460.8	3341.4	5460.8	0.70847	2.2458e+06	1.4052e+05	5.6537	1	7.8503e-09	1.5701e-08	9.4905e-07	True
HGLibA_36997	ME1	1843.8	3360.2	1843.8	3360.2	0.86549	1.1497e+06	72094	5.6476	1	8.137e-09	1.6274e-08	9.7742e-07	True
brunello_SOCS6_1	SOCS6	2608.4	4450.6	2608.4	4450.6	0.77058	1.6968e+06	1.0641e+05	5.6471	1	8.1593e-09	1.6319e-08	9.7742e-07	True
brunello_TRADD_4	TRADD	6104.7	9073.6	6104.7	9073.6	0.57166	4.407e+06	2.7643e+05	5.6467	1	8.18e-09	1.636e-08	9.7742e-07	True
brunello_TJP1_4	TJP1	2325.3	4049.9	2325.3	4049.9	0.80023	1.4872e+06	93537	5.6391	1	8.5473e-09	1.7095e-08	1.0174e-06	True
HGLibB_31084	NAPA	5950.8	8871.7	5950.8	8871.7	0.57604	4.2658e+06	2.6862e+05	5.6357	1	8.718e-09	1.7436e-08	1.0337e-06	True
HGLibA_58754	TMEM60	6814.1	9962.1	6814.1	9962.1	0.54786	4.9549e+06	3.1275e+05	5.6291	1	9.058e-09	1.8116e-08	1.0699e-06	True
HGLibA_19520	GALM	6499.3	9562.4	6499.3	9562.4	0.55701	4.6912e+06	2.9657e+05	5.6246	1	9.2962e-09	1.8592e-08	1.0938e-06	True
brunello_GPR157_2	GPR157	5543.4	8342.3	5543.4	8342.3	0.58959	3.9169e+06	2.4806e+05	5.6197	1	9.5668e-09	1.9134e-08	1.1214e-06	True
HGLibB_07104	CAMSAP2	4149.4	6527.8	4149.4	6527.8	0.65356	2.8283e+06	1.7919e+05	5.6185	1	9.6334e-09	1.9267e-08	1.1249e-06	True
brunello_STAT2_4	STAT2	2175.3	3827.8	2175.3	3827.8	0.815	1.3654e+06	86794	5.6091	1	1.0169e-08	2.0338e-08	1.1788e-06	True
brunello_SLC1A3_4	SLC1A3	2260.2	3948.5	2260.2	3948.5	0.8046	1.4252e+06	90602	5.6091	1	1.0172e-08	2.0343e-08	1.1788e-06	True
HGLibA_32404	KBTBD8	5739.7	8585.7	5739.7	8585.7	0.58088	4.0498e+06	2.5794e+05	5.6037	1	1.0493e-08	2.0987e-08	1.2081e-06	True
HGLibA_58351	TMEM173	3226	5285.3	3226	5285.3	0.71207	2.1204e+06	1.3508e+05	5.603	1	1.0532e-08	2.1063e-08	1.2081e-06	True
brunello_KLHL31_2	KLHL31	2119.1	3745.7	2119.1	3745.7	0.82148	1.3229e+06	84279	5.6029	1	1.0542e-08	2.1084e-08	1.2081e-06	True
brunello_RGS20_3	RGS20	5042.2	7684	5042.2	7684	0.6077	3.4896e+06	2.2302e+05	5.5941	1	1.1091e-08	2.2183e-08	1.264e-06	True
brunello_CTSL_2	CTSL	4273.7	1866.2	4273.7	1866.2	-1.1949	2.898e+06	1.8523e+05	5.5937	1.1111e-08	1	2.2222e-08	1.264e-06	False
HGLibB_31340	NDC80	7487.9	4195	7487.9	4195	-0.83574	5.4216e+06	3.4768e+05	5.5846	1.1714e-08	1	2.3429e-08	1.3277e-06	False
moffat_C5orf20_3	C5orf20	119.37	442.22	119.37	442.22	1.8805	52114	3344.3	5.5827	1	1.2077e-08	2.4155e-08	1.3605e-06	True
brunello_SNX18_3	SNX18	4224.4	6609.9	4224.4	6609.9	0.64577	2.8454e+06	1.8283e+05	5.579	1	1.2092e-08	2.4184e-08	1.3605e-06	True
brunello_PPIF_1	PPIF	4420.7	1974.8	4420.7	1974.8	-1.1622	2.9913e+06	1.924e+05	5.5763	1.2287e-08	1	2.4574e-08	1.3774e-06	False
brunello_CA13_4	CA13	4507.5	6979.1	4507.5	6979.1	0.6306	3.0544e+06	1.9665e+05	5.5736	1	1.2478e-08	2.4955e-08	1.3937e-06	True
brunello_ALX1_1	ALX1	2309.5	4006.3	2309.5	4006.3	0.79443	1.4396e+06	92825	5.5694	1	1.2784e-08	2.5569e-08	1.4228e-06	True
HGLibA_08072	CCND1	7974.2	4573.3	7974.2	4573.3	-0.80198	5.7832e+06	3.7313e+05	5.5676	1.2916e-08	1	2.5831e-08	1.4322e-06	False
brunello_LPL_3	LPL	4799.5	7356.4	4799.5	7356.4	0.61601	3.2688e+06	2.1101e+05	5.5663	1	1.3013e-08	2.6025e-08	1.4378e-06	True
brunello_TANK_3	TANK	1046.7	2134	1046.7	2134	1.027	5.9109e+05	38189	5.5638	1	1.32e-08	2.6399e-08	1.4496e-06	True
brunello_SLC1A4_4	SLC1A4	4796.6	7351.3	4796.6	7351.3	0.6159	3.2634e+06	2.1086e+05	5.5636	1	1.3213e-08	2.6427e-08	1.4496e-06	True
brunello_CCL13_4	CCL13	5306.6	8009.6	5306.6	8009.6	0.59385	3.6531e+06	2.3619e+05	5.5617	1	1.3356e-08	2.6711e-08	1.46e-06	True
brunello_HAPLN3_1	HAPLN3	3986.6	6286.4	3986.6	6286.4	0.65693	2.6444e+06	1.7132e+05	5.5562	1	1.3788e-08	2.7575e-08	1.5019e-06	True
HGLibA_63128	ZBTB21	5362.8	2649.2	5362.8	2649.2	-1.0171	3.6818e+06	2.3901e+05	5.5506	1.4231e-08	1	2.8463e-08	1.5448e-06	False
HGLibB_49205	TGM5	8430	11928	8430	11928	0.50066	6.1169e+06	3.9717e+05	5.55	1	1.4283e-08	2.8567e-08	1.545e-06	True
brunello_WARS_1	WARS	5972.5	3094.5	5972.5	3094.5	-0.94841	4.1415e+06	2.6972e+05	5.5416	1.4982e-08	1	2.9964e-08	1.6149e-06	False
brunello_B3GAT2_4	B3GAT2	1498.6	2821.7	1498.6	2821.7	0.91252	8.7531e+05	57126	5.5358	1	1.5491e-08	3.0983e-08	1.664e-06	True
HGLibA_59003	TNFAIP6	793.18	1718.2	793.18	1718.2	1.1142	4.2779e+05	27975	5.5302	1	1.5992e-08	3.1984e-08	1.7118e-06	True
brunello_CLEC4E_2	CLEC4E	395.6	1020.3	395.6	1020.3	1.3647	1.9515e+05	12819	5.518	1	1.7153e-08	3.4305e-08	1.8297e-06	True
HGLibA_16075	EMP1	2934	4856.3	2934	4856.3	0.7268	1.8476e+06	1.2143e+05	5.5163	1	1.7307e-08	3.4615e-08	1.8375e-06	True
HGLibB_57107	NonTargetingControlGuideForHuman_0079	10932	14954	10932	14954	0.45198	8.0896e+06	5.3176e+05	5.516	1	1.7345e-08	3.469e-08	1.8375e-06	True
brunello_GBP2_3	GBP2	2370.7	666.37	2370.7	666.37	-1.8293	1.4523e+06	95589	5.5124	1.7698e-08	1	3.5396e-08	1.8684e-06	False
brunello_PKIB_2	PKIB	2221.7	3864.3	2221.7	3864.3	0.79828	1.3491e+06	88873	5.51	1	1.7937e-08	3.5875e-08	1.8873e-06	True
brunello_MED12_1	MED12	4531.2	2081.3	4531.2	2081.3	-1.1221	3.0011e+06	1.9781e+05	5.5085	1.8095e-08	1	3.619e-08	1.8974e-06	False
brunello_ERI2_1	ERI2	759.64	1658.3	759.64	1658.3	1.1253	4.0381e+05	26651	5.5048	1	1.8478e-08	3.6956e-08	1.931e-06	True
moffat_FTSJD2_1	FTSJD2	4324	6708.3	4324	6708.3	0.63346	2.8424e+06	1.8768e+05	5.5036	1	1.8605e-08	3.721e-08	1.9377e-06	True
HGLibA_60721	TXNIP	3646.3	5811.7	3646.3	5811.7	0.67239	2.3446e+06	1.5499e+05	5.5004	1	1.8945e-08	3.789e-08	1.9664e-06	True
brunello_SP140_1	SP140	3623.6	5780.3	3623.6	5780.3	0.67357	2.3257e+06	1.5391e+05	5.4974	1	1.927e-08	3.854e-08	1.9935e-06	True
HGLibA_38445	MS4A6A	3598.9	5746.8	3598.9	5746.8	0.67505	2.3067e+06	1.5273e+05	5.496	1	1.9426e-08	3.8851e-08	2.0028e-06	True
brunello_FAM135B_1	FAM135B	5818.6	8628.3	5818.6	8628.3	0.56832	3.9471e+06	2.6193e+05	5.4899	1	2.0109e-08	4.0218e-08	2.0664e-06	True
brunello_CCR7_2	CCR7	1660.4	3049.9	1660.4	3049.9	0.87687	9.6539e+05	64092	5.4886	1	2.0253e-08	4.0507e-08	2.0743e-06	True
brunello_COBL_1	COBL	8126.2	11513	8126.2	11513	0.50255	5.7349e+06	3.8113e+05	5.4858	1	2.0578e-08	4.1156e-08	2.1006e-06	True
brunello_TAS2R4_1	TAS2R4	3672.9	5841.1	3672.9	5841.1	0.66918	2.3506e+06	1.5626e+05	5.485	1	2.0672e-08	4.1344e-08	2.1032e-06	True
HGLibB_14014	DSP	4572.6	7023.7	4572.6	7023.7	0.61911	3.004e+06	1.9984e+05	5.4831	1	2.0901e-08	4.1802e-08	2.1195e-06	True
HGLibA_21414	GSDMD	2672.5	4481	2672.5	4481	0.74539	1.6352e+06	1.0936e+05	5.4687	1	2.2663e-08	4.5326e-08	2.2907e-06	True
brunello_TLR2_2	TLR2	1365.4	2605.6	1365.4	2605.6	0.93183	7.6912e+05	51460	5.4674	1	2.284e-08	4.568e-08	2.301e-06	True
brunello_AURKB_4	AURKB	2072.7	3640.2	2072.7	3640.2	0.81218	1.2284e+06	82212	5.4667	1	2.2926e-08	4.5851e-08	2.3021e-06	True
HGLibA_57606	THBD	1931.7	3437.3	1931.7	3437.3	0.83112	1.1335e+06	75958	5.4631	1	2.339e-08	4.6779e-08	2.3411e-06	True
brunello_ZNF181_4	ZNF181	1298.3	2502.2	1298.3	2502.2	0.94604	7.2467e+05	48631	5.4592	1	2.3914e-08	4.7828e-08	2.3858e-06	True
sgC22orf28_3	C22orf28	2875.8	4755.9	2875.8	4755.9	0.72556	1.7674e+06	1.1873e+05	5.4562	1	2.4316e-08	4.8633e-08	2.4181e-06	True
HGLibA_31664	INSIG1	8746.7	12252	8746.7	12252	0.48619	6.1445e+06	4.1396e+05	5.4485	1	2.5396e-08	5.0791e-08	2.5174e-06	True
brunello_RALGDS_2	RALGDS	6170.8	3289.2	6170.8	3289.2	-0.9075	4.1518e+06	2.7979e+05	5.4477	2.5515e-08	1	5.103e-08	2.5211e-06	False
brunello_FCGR1B_1	FCGR1B	4157.3	1851	4157.3	1851	-1.1669	2.6594e+06	1.7958e+05	5.4423	2.6294e-08	1	5.2587e-08	2.5897e-06	False
HGLibA_63863	ZNF205	5983.4	3159.4	5983.4	3159.4	-0.92109	3.9874e+06	2.7027e+05	5.432	2.7861e-08	1	5.5721e-08	2.7353e-06	False
brunello_ZNF620_1	ZNF620	4981.1	7524.8	4981.1	7524.8	0.5951	3.2353e+06	2.1999e+05	5.4234	1	2.9235e-08	5.8471e-08	2.8612e-06	True
HGLibB_11853	CXCL2	3820.9	1630.9	3820.9	1630.9	-1.2277	2.3979e+06	1.6335e+05	5.4185	3.0047e-08	1	6.0093e-08	2.9313e-06	False
brunello_FILIP1L_1	FILIP1L	1545.9	2863.3	1545.9	2863.3	0.88877	8.6769e+05	59156	5.4163	1	3.0428e-08	6.0857e-08	2.9591e-06	True
HGLibA_44322	PELI1	8386.6	11790	8386.6	11790	0.49132	5.7907e+06	3.9487e+05	5.4157	1	3.0529e-08	6.1058e-08	2.9596e-06	True
HGLibA_33945	KRTAP16-1	202.24	622.75	202.24	622.75	1.6178	88416	6040	5.4108	1	3.1514e-08	6.3027e-08	3.036e-06	True
